Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
modReactorDoomsday,items,Modifier,,,[FF6600]Doomsday[-] Mod Reactor Amplifier,[FF6600]Думсдэй[-] Мод Усилитель реактора
modReactorDoomsdayDesc,items,Modifier,,,[FF6600]🔥 Flaming Reactor 🔥[-]\n\n[AAAAAA]Rocket sledge attack speed enhancement.[-]\n\n[5AFF75]⚡ Attack Speed:[-] +30%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[FF6600]⚙ Install:[-] Rocket Sledge,[FF6600]🔥 Пламенный усилитель 🔥[-]\n\n[AAAAAA]Усиление скорости атаки реактивного молота.[-]\n\n[5AFF75]⚡ Скорость атаки:[-] +30%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[FF6600]⚙ Установка:[-] Реактивный молот
modReactorPovelitel,items,Modifier,,,[9B30FF]Overlord[-] Mod Reactor Amplifier,[9B30FF]Повелитель[-]Мод Усилитель реактора
modReactorPovelitelDesc,items,Modifier,,,[9B30FF]☢ Radiating Reactor ☢[-]\n\n[AAAAAA]Rocket sledge attack speed enhancement.[-]\n\n[5AFF75]⚡ Attack Speed:[-] +60%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[9B30FF]⚙ Install:[-] Rocket Sledge,[9B30FF]☢ Излучающий усилитель ☢[-]\n\n[AAAAAA]Усиление скорости атаки реактивного молота.[-]\n\n[5AFF75]⚡ Скорость атаки:[-] +60%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[9B30FF]⚙ Установка:[-] Реактивный молот
modReactorWorlds,items,Modifier,,,[FF0066]World-Eater[-] Mod Reactor Amplifier,[FF0066]Пожиратель Миров[-] Мод Усилитель реактора
modReactorWorldsDesc,items,Modifier,,,[FF0066]🌌 World Reactor 🌌[-]\n\n[AAAAAA]Rocket sledge attack speed enhancement.[-]\n\n[5AFF75]⚡ Attack Speed:[-] +90%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[FF0066]⚙ Install:[-] Rocket Sledge,[FF0066]🌌 Мировой усилитель 🌌[-]\n\n[AAAAAA]Усиление скорости атаки реактивного молота.[-]\n\n[5AFF75]⚡ Скорость атаки:[-] +90%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[FF0066]⚙ Установка:[-] Реактивный молот
modReactorQuintessa,items,Modifier,,,[00C2FF]Quintessa[-] Mod Reactor Amplifier,[00C2FF]Квинтесса[-] Мод Усилитель реактора
modReactorQuintessaDesc,items,Modifier,,,[00C2FF]✧ Quantum Reactor ✧[-]\n\n[AAAAAA]Rocket sledge attack speed enhancement.[-]\n\n[5AFF75]⚡ Attack Speed:[-] +120%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Rocket Sledge,[00C2FF]✧ Квантовый усилитель ✧[-]\n\n[AAAAAA]Усиление скорости атаки реактивного молота.[-]\n\n[5AFF75]⚡ Скорость атаки:[-] +120%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Реактивный молот
modReactorNova,items,Modifier,,,[7CFF00]Nova[-] Mod Reactor Amplifier,[7CFF00]Нова[-] Мод Усилитель реактора
modReactorNovaDesc,items,Modifier,,,[7CFF00]💫 Stellar Reactor 💫[-]\n\n[AAAAAA]Rocket sledge attack speed enhancement.[-]\n\n[5AFF75]⚡ Attack Speed:[-] +150%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[7CFF00]⚙ Install:[-] Rocket Sledge,[7CFF00]💫 Звездный усилитель 💫[-]\n\n[AAAAAA]Усиление скорости атаки реактивного молота.[-]\n\n[5AFF75]⚡ Скорость атаки:[-] +150%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[7CFF00]⚙ Установка:[-] Реактивный молот
modReactorAbaddon,items,Modifier,,,[DC143C]Abaddon[-] Mod Reactor Amplifier,[DC143C]Абаддон[-] Мод Усилитель реактора
modReactorAbaddonDesc,items,Modifier,,,[DC143C]👁 Demonic Reactor 👁[-]\n\n[AAAAAA]Rocket sledge attack speed enhancement.[-]\n\n[5AFF75]⚡ Attack Speed:[-] +200%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[DC143C]⚙ Install:[-] Rocket Sledge,[DC143C]👁 Демонический усилитель 👁[-]\n\n[AAAAAA]Усиление скорости атаки реактивного молота.[-]\n\n[5AFF75]⚡ Скорость атаки:[-] +200%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[DC143C]⚙ Установка:[-] Реактивный молот
modGunDamageAccumulatorDoomsday,items,Modifier,,,[FF6600]Doomsday[-] Mod Damage Accumulator,[FF6600]Думсдэй[-] Мод Накопитель урона
modGunDamageAccumulatorDoomsdayDesc,items,Modifier,,,[FF6600]🔥 Flaming Damage Accumulator 🔥[-]\n\n[AAAAAA]Boss weapon mod from Doomsday tier.[-]\n\n[5AFF75]⚡ Effect:[-] Every 3rd hit grants +100% damage to next shot\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[FF6600]⚙ Install:[-] Firearm,[FF6600]🔥 Пламенный Накопитель Урона 🔥[-]\n\n[AAAAAA]Боссовский оружейный мод уровня Думсдей.[-]\n\n[5AFF75]⚡ Эффект:[-] Каждое 3-е попадание даёт +100% к урону следующего выстрела\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[FF6600]⚙ Установка:[-] Огнестрельное оружие
modGunDamageAccumulatorPovelitel,items,Modifier,,,[9B30FF]Overlord[-] Mod Damage Accumulator,[9B30FF]Повелитель[-] Мод Накопитель урона
modGunDamageAccumulatorPovelitelDesc,items,Modifier,,,[9B30FF]☢ Radiating Damage Accumulator ☢[-]\n\n[AAAAAA]Boss weapon mod from Overlord tier.[-]\n\n[5AFF75]⚡ Effect:[-] Every 3rd hit grants +200% damage to next shot\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[9B30FF]⚙ Install:[-] Firearm,[9B30FF]☢ Излучающий Накопитель Урона ☢[-]\n\n[AAAAAA]Боссовский оружейный мод уровня Повелитель.[-]\n\n[5AFF75]⚡ Эффект:[-] Каждое 3-е попадание даёт +200% к урону следующего выстрела\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[9B30FF]⚙ Установка:[-] Огнестрельное оружие
modGunDamageAccumulatorWorlds,items,Modifier,,,[FF0066]World-Eater[-] Mod Damage Accumulator,[FF0066]Пожиратель Миров[-] Мод Накопитель урона
modGunDamageAccumulatorWorldsDesc,items,Modifier,,,[FF0066]🌌 World Damage Accumulator 🌌[-]\n\n[AAAAAA]Boss weapon mod from World Eater tier.[-]\n\n[5AFF75]⚡ Effect:[-] Every 3rd hit grants +300% damage to next shot\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[FF0066]⚙ Install:[-] Firearm,[FF0066]🌌 Мировой Накопитель Урона 🌌[-]\n\n[AAAAAA]Боссовский оружейный мод уровня Пожиратель Миров.[-]\n\n[5AFF75]⚡ Эффект:[-] Каждое 3-е попадание даёт +300% к урону следующего выстрела\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[FF0066]⚙ Установка:[-] Огнестрельное оружие
modGunDamageAccumulatorQuintessa,items,Modifier,,,[00C2FF]Quintessa[-] Mod Damage Accumulator,[00C2FF]Квинтесса[-] Мод Накопитель урона
modGunDamageAccumulatorQuintessaDesc,items,Modifier,,,[00C2FF]❄ Crystalline Damage Accumulator ❄[-]\n\n[AAAAAA]Boss weapon mod from Quintessa tier.[-]\n\n[5AFF75]⚡ Effect:[-] Every 3rd hit grants +500% damage to next shot\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Firearm,[00C2FF]❄ Кристальный Накопитель Урона ❄[-]\n\n[AAAAAA]Боссовский оружейный мод уровня Квинтесса.[-]\n\n[5AFF75]⚡ Эффект:[-] Каждое 3-е попадание даёт +500% к урону следующего выстрела\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Огнестрельное оружие
modGunDamageAccumulatorNova,items,Modifier,,,[7CFF00]Nova[-] Mod Damage Accumulator,[7CFF00]Нова[-] Мод Накопитель урона
modGunDamageAccumulatorNovaDesc,items,Modifier,,,[7CFF00]⚡ Plasma Damage Accumulator ⚡[-]\n\n[AAAAAA]Boss weapon mod from Nova tier.[-]\n\n[5AFF75]⚡ Effect:[-] Every 3rd hit grants +700% damage to next shot\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[7CFF00]⚙ Install:[-] Firearm,[7CFF00]⚡ Плазменный Накопитель Урона ⚡[-]\n\n[AAAAAA]Боссовский оружейный мод уровня Нова.[-]\n\n[5AFF75]⚡ Эффект:[-] Каждое 3-е попадание даёт +700% к урону следующего выстрела\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[7CFF00]⚙ Установка:[-] Огнестрельное оружие
modGunDamageAccumulatorAbaddon,items,Modifier,,,[DC143C]Abaddon[-] Mod Damage Accumulator,[DC143C]Абаддон[-] Мод Накопитель урона
modGunDamageAccumulatorAbaddonDesc,items,Modifier,,,[DC143C]💀 Hellfire Damage Accumulator 💀[-]\n\n[AAAAAA]Boss weapon mod from Abaddon tier.[-]\n\n[5AFF75]⚡ Effect:[-] Every 3rd hit grants +1000% damage to next shot\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[DC143C]⚙ Install:[-] Firearm,[DC143C]💀 Адский Накопитель Урона 💀[-]\n\n[AAAAAA]Боссовский оружейный мод уровня Абаддон.[-]\n\n[5AFF75]⚡ Эффект:[-] Каждое 3-е попадание даёт +1000% к урону следующего выстрела\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[DC143C]⚙ Установка:[-] Огнестрельное оружие
buffGunDAcDoomsdayName,buffs,buff,,,[FF6600]«Doomsday»[-] Charging - Damage Accumulator,[FF6600]«Doomsday»[-] Зарядка - Накопитель урона 
buffGunDAcDoomsdayTooltip,buffs,buff,,,Damage accumulator charging,Зарядка накопителя урона
buffGunDAcDoomsdayDesc,buffs,Buff,,,"[AAAAAA]Active mode accumulates charges when dealing damage to an enemy.\nUpon accumulating [DECEA3]3[-] charges, the next shot will deal increased damage.[-]",[AAAAAA]Активный режим накапливает заряды при нанесении урона по противнику.\nПри накоплении [DECEA3]3[-] зарядов следующий выстрел нанесет повышенный урон.[-]
buffGunDAcShotDoomsdayName,buffs,buff,,,[FF6600]«Doomsday»[-] Active - Damage Accumulator,[FF6600]«Doomsday»[-] Активен - Накопитель урона 
buffGunDAcShotDoomsdayTooltip,buffs,buff,,,Damage accumulator active,Активен накопитель урона
buffGunDAcShotDoomsdayDesc,buffs,Buff,,,[AAAAAA]Your next shot will deal [DECEA3]800%[-] damage[-],[AAAAAA]Следующий ваш выстрел нанесет [DECEA3]800%[-] урона[-]
buffGunDAcPovelitelName,buffs,buff,,,[9B30FF]«Povelitel»[-] Charging - Damage Accumulator,[9B30FF]«Povelitel»[-] Зарядка - Накопитель урона
buffGunDAcPovelitelTooltip,buffs,buff,,,Damage accumulator charging,Зарядка накопителя урона
buffGunDAcPovelitelDesc,buffs,buff,,,"[AAAAAA]Active mode accumulates charges when dealing damage to an enemy.\nUpon accumulating [DECEA3]3[-] charges, the next shot will deal increased damage.[-]",[AAAAAA]Активный режим накапливает заряды при нанесении урона по противнику.\nПри накоплении [DECEA3]3[-] зарядов следующий выстрел нанесет повышенный урон.[-]
buffGunDAcShotPovelitelName,buffs,buff,,,[9B30FF]«Povelitel»[-] Active - Damage Accumulator,[9B30FF]«Povelitel»[-] Активен - Накопитель урона
buffGunDAcShotPovelitelTooltip,buffs,buff,,,Damage accumulator active,Активен накопитель урона
buffGunDAcShotPovelitelDesc,buffs,buff,,,[AAAAAA]Your next shot will deal [DECEA3]1000%[-] damage[-],[AAAAAA]Следующий ваш выстрел нанесет [DECEA3]1000%[-] урона[-]
buffGunDAcWorldEaterName,buffs,buff,,,[FF0066]«World-Eater»[-] Charging - Damage Accumulator,[FF0066]«Пожиратель Миров»[-]Зарядка - Накопитель урона
buffGunDAcWorldEaterTooltip,buffs,buff,,,Damage accumulator charging,Зарядка накопителя урона
buffGunDAcWorldEaterDesc,buffs,buff,,,"[AAAAAA]Active mode accumulates charges when dealing damage to an enemy.\nUpon accumulating [DECEA3]3[-] charges, the next shot will deal increased damage.[-]",[AAAAAA]Активный режим накапливает заряды при нанесении урона по противнику.\nПри накоплении [DECEA3]3[-] зарядов следующий выстрел нанесет повышенный урон.[-]
buffGunDAcShotWorldEaterName,buffs,buff,,,[FF0066]«World-Eater»[-] Active - Damage Accumulator,[FF0066]«Пожиратель Миров»[-] Активен - Накопитель урона
buffGunDAcShotWorldEaterTooltip,buffs,buff,,,Damage accumulator active,Активен накопитель урона
buffGunDAcShotWorldEaterDesc,buffs,buff,,,[AAAAAA]Your next shot will deal [DECEA3]1666%[-] damage[-],[AAAAAA]Следующий ваш выстрел нанесет [DECEA3]1666%[-] урона[-]
buffGunDAcQuintessaName,buffs,buff,,,[00C2FF]«Quintessa»[-] Charging - Damage Accumulator,[00C2FF]«Квинтесса»[-] Зарядка - Накопитель урона
buffGunDAcQuintessaTooltip,buffs,buff,,,Damage accumulator charging,Зарядка накопителя урона
buffGunDAcQuintessaDesc,buffs,buff,,,"[AAAAAA]Active mode accumulates charges when dealing damage to an enemy.\nUpon accumulating [DECEA3]3[-] charges, the next shot will deal increased damage.[-]",[AAAAAA]Активный режим накапливает заряды при нанесении урона по противнику.\nПри накоплении [DECEA3]3[-] зарядов следующий выстрел нанесет повышенный урон.[-]
buffGunDAcShotQuintessaName,buffs,buff,,,[00C2FF]«Quintessa»[-] Active - Damage Accumulator,[00C2FF]«Квинтесса»[-] Активен - Накопитель урона
buffGunDAcShotQuintessaTooltip,buffs,buff,,,Damage accumulator active,Активен накопитель урона
buffGunDAcShotQuintessaDesc,buffs,buff,,,[AAAAAA]Your next shot will deal [DECEA3]2500%[-] damage[-],[AAAAAA]Следующий ваш выстрел нанесет [DECEA3]2500%[-] урона[-]
buffGunDAcNovaName,buffs,buff,,,[7CFF00]«Nova»[-] Charging - Damage Accumulator,[7CFF00]«Нова»[-] Зарядка - Накопитель урона
buffGunDAcNovaTooltip,buffs,buff,,,Damage accumulator charging,Зарядка накопителя урона
buffGunDAcNovaDesc,buffs,buff,,,"[AAAAAA]Active mode accumulates charges when dealing damage to an enemy.\nUpon accumulating [DECEA3]3[-] charges, the next shot will deal increased damage.[-]",[AAAAAA]Активный режим накапливает заряды при нанесении урона по противнику.\nПри накоплении [DECEA3]3[-] зарядов следующий выстрел нанесет повышенный урон.[-]
buffGunDAcShotNovaName,buffs,buff,,,[7CFF00]«Nova»[-] Active - Damage Accumulator,[7CFF00]«Нова»[-] Активен - Накопитель урона
buffGunDAcShotNovaTooltip,buffs,buff,,,Damage accumulator active,Активен накопитель урона
buffGunDAcShotNovaDesc,buffs,buff,,,[AAAAAA]Your next shot will deal [DECEA3]3333%[-] damage[-],[AAAAAA]Следующий ваш выстрел нанесет [DECEA3]3333%[-] урона[-]
buffGunDAcAbaddonName,buffs,buff,,,[DC143C]«Abaddon»[-] Charging - Damage Accumulator,[DC143C]«Абаддон»[-] Зарядка - Накопитель урона
buffGunDAcAbaddonTooltip,buffs,buff,,,Damage accumulator charging,Зарядка накопителя урона
buffGunDAcAbaddonDesc,buffs,buff,,,"[AAAAAA]Active mode accumulates charges when dealing damage to an enemy.\nUpon accumulating [DECEA3]3[-] charges, the next shot will deal increased damage.[-]",[AAAAAA]Активный режим накапливает заряды при нанесении урона по противнику.\nПри накоплении [DECEA3]3[-] зарядов следующий выстрел нанесет повышенный урон.[-]
buffGunDAcShotAbaddonName,buffs,buff,,,[DC143C]«Abaddon»[-] Active - Damage Accumulator,[DC143C]«Абаддон»[-] Активен - Накопитель урона
buffGunDAcShotAbaddonTooltip,buffs,buff,,,Damage accumulator active,Активен накопитель урона
buffGunDAcShotAbaddonDesc,buffs,buff,,,[AAAAAA]Your next shot will deal [DECEA3]5000%[-] damage[-],[AAAAAA]Следующий ваш выстрел нанесет [DECEA3]5000%[-] урона[-]
modGunShotgunPartsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Shotgun Parts»,[00C2FF]Квинтесса[-] Мод «Части дробовика»
modGunShotgunPartsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Shotgun Reinforcement ✧[-]\n\n[AAAAAA]Quantum weapon parts of the fourth boss.[-]\n\n[5AFF75]⚡ Durability:[-] +200%\n[5AFF75]⚡ Handling:[-] +30%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Shotgun,[00C2FF]✧ Квантовое укрепление дробовика ✧[-]\n\n[AAAAAA]Квантовые оружейные части четвёртого босса.[-]\n\n[5AFF75]⚡ Прочность:[-] +200%\n[5AFF75]⚡ Обращение:[-] +30%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Дробовик
modGunRiflePartsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Rifle Parts»,[00C2FF]Квинтесса[-] Мод «Части винтовки»
modGunRiflePartsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Rifle Reinforcement ✧[-]\n\n[AAAAAA]Quantum weapon parts of the fourth boss.[-]\n\n[5AFF75]⚡ Durability:[-] +200%\n[5AFF75]⚡ Handling:[-] +30%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Sniper Rifle,[00C2FF]✧ Квантовое укрепление винтовки ✧[-]\n\n[AAAAAA]Квантовые оружейные части четвёртого босса.[-]\n\n[5AFF75]⚡ Прочность:[-] +200%\n[5AFF75]⚡ Обращение:[-] +30%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Снайперская винтовка
modGunPistolPartsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Pistol Parts»,[00C2FF]Квинтесса[-] Мод «Части пистолета»
modGunPistolPartsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Pistol Reinforcement ✧[-]\n\n[AAAAAA]Quantum weapon parts of the fourth boss.[-]\n\n[5AFF75]⚡ Durability:[-] +200%\n[5AFF75]⚡ Handling:[-] +30%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Pistol,[00C2FF]✧ Квантовое укрепление пистолета ✧[-]\n\n[AAAAAA]Квантовые оружейные части четвёртого босса.[-]\n\n[5AFF75]⚡ Прочность:[-] +200%\n[5AFF75]⚡ Обращение:[-] +30%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Пистолет
modGunM60PartsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «MG Parts»,[00C2FF]Квинтесса[-] Мод «Части пулемёта»
modGunM60PartsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum MG Reinforcement ✧[-]\n\n[AAAAAA]Quantum weapon parts of the fourth boss.[-]\n\n[5AFF75]⚡ Durability:[-] +200%\n[5AFF75]⚡ Handling:[-] +30%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Machine Gun,[00C2FF]✧ Квантовое укрепление пулемёта ✧[-]\n\n[AAAAAA]Квантовые оружейные части четвёртого босса.[-]\n\n[5AFF75]⚡ Прочность:[-] +200%\n[5AFF75]⚡ Обращение:[-] +30%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Пулемёт
modSurgicalBladeBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Surgical Blade»,[00C2FF]Квинтесса[-] Мод «Хирургическое лезвие»
modSurgicalBladeBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Surgical Blade ✧[-]\n\n[AAAAAA]Quantum harvesting blade of the fourth boss.[-]\n\n[5AFF75]⚡ Mutation Harvest:[-] +200%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Melee,[00C2FF]✧ Квантовое хирургическое лезвие ✧[-]\n\n[AAAAAA]Квантовое лезвие для разделки четвёртого босса.[-]\n\n[5AFF75]⚡ Добыча мутаций:[-] +200%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Ближний бой
modMeleeDiamondPartsHeavyBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] (Heavy) Mod «Diamond Reinforcement»,[00C2FF]Квинтесса (Тяжёлое)[-] Мод «Алмазное армирование»
modMeleeDiamondPartsHeavyBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Diamond Reinforcement (Heavy) ✧[-]\n\n[AAAAAA]Quantum heavy weapon plating.[-]\n\n[5AFF75]⚡ Durability:[-] +200%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Heavy Melee,[00C2FF]✧ Квантовое алмазное армирование (тяжёлое) ✧[-]\n\n[AAAAAA]Квантовое покрытие тяжёлого оружия.[-]\n\n[5AFF75]⚡ Прочность:[-] +200%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Тяжёлый ближний бой
modMeleeDiamondPartsLightBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] (Light) Mod «Diamond Reinforcement»,[00C2FF]Квинтесса (Лёгкое)[-] Мод «Алмазное армирование»
modMeleeDiamondPartsLightBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Diamond Reinforcement (Light) ✧[-]\n\n[AAAAAA]Quantum light weapon plating.[-]\n\n[5AFF75]⚡ Durability:[-] +200%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Light Melee,[00C2FF]✧ Квантовое алмазное армирование (лёгкое) ✧[-]\n\n[AAAAAA]Квантовое покрытие лёгкого оружия.[-]\n\n[5AFF75]⚡ Прочность:[-] +200%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Лёгкий ближний бой
modHugeSupplyBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Huge Supply»,[00C2FF]Квинтесса[-] Мод «Огромный боезапас»
modHugeSupplyBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Huge Supply ✧[-]\n\n[AAAAAA]Quantum ammo feed system.[-]\n\n[5AFF75]⚡ Magazine Size:[-] +200%\n[5AFF75]⚡ Reload Speed:[-] +80%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Turret,[00C2FF]✧ Квантовый огромный боезапас ✧[-]\n\n[AAAAAA]Квантовая система подачи боеприпасов.[-]\n\n[5AFF75]⚡ Размер магазина:[-] +200%\n[5AFF75]⚡ Скорость перезарядки:[-] +80%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Турель
modIncreasedBatteryBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Increased Battery»,[00C2FF]Квинтесса[-] «Мод увеличенная батарея»
modIncreasedBatteryBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Increased Battery ✧[-]\n\n[AAAAAA]Quantum energy cells for reactor tools.[-]\n\n[5AFF75]⚡ Reactor Durability:[-] +200%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Reactor Tool,[00C2FF]✧ Квантовая увеличенная батарея ✧[-]\n\n[AAAAAA]Квантовые энергоячейки для реакторных инструментов.[-]\n\n[5AFF75]⚡ Прочность реактора:[-] +200%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Реакторный инструмент
modReactorElectricBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Advanced Electronics»,[00C2FF]Квинтесса[-] Мод «Продвинутая электроника»
modReactorElectricBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Electronics ✧[-]\n\n[AAAAAA]Reactor stabilization.[-]\n\n[5AFF75]⚡ Wear reduction:[-] -40%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Reactor tools,[00C2FF]✧ Квантовая электроника ✧[-]\n\n[AAAAAA]Стабилизация реактора.[-]\n\n[5AFF75]⚡ Снижение износа:[-] -40%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Реакторные инструменты
modReinforcedPartsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Reinforced Parts»,[00C2FF]Квинтесса[-] Мод «Усиленные части»
modReinforcedPartsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Parts ✧[-]\n\n[AAAAAA]Block damage enhancement.[-]\n\n[5AFF75]💥Base value:[-] [FFFF00]+60%[-] block damage\n[AAAAAA](metal/stone/soil/wood)[-]\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙Install:[-] Reactor/motor tools,[00C2FF]✧ Квантовые детали ✧[-]\n\n[AAAAAA]Усиление урона по блокам.[-]\n\n[5AFF75]💥Базовое значение:[-] [FFFF00]+60%[-] урон по блокам\n[AAAAAA](металл/камень/грунт/дерево)[-]\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙Установка:[-] Реакторные/моторные инструменты
modLuckyMiningBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Lucky Mining»,[00C2FF]Квинтесса[-] Мод «Удачная добыча»
modLuckyMiningBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Luck ✧[-]\n\n[AAAAAA]Vein mining bonus.[-]\n\n[5AFF75]⛏ Resources:[-] ×12\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Tools,[00C2FF]✧ Квантовая удача ✧[-]\n\n[AAAAAA]Бонус к добыче жил.[-]\n\n[5AFF75]⛏ Ресурсы:[-] ×12\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Инструменты
modFastMechanismsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Fast Mechanisms»,[00C2FF]Квинтесса[-] Мод «Быстрые механизмы»
modFastMechanismsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Speed ✧[-]\n\n[AAAAAA]Salvage speed.[-]\n\n[5AFF75]⚡ Speed:[-] +150%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Advanced tools,[00C2FF]✧ Квантовая скорость ✧[-]\n\n[AAAAAA]Скорость разборки.[-]\n\n[5AFF75]⚡ Скорость:[-] +150%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Улучшенные инструменты
modEnhancedMechanismsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Enhanced Mechanisms»,[00C2FF]Квинтесса[-] Мод «Улучшенные механизмы»
